#id left top right bottom texture_id
[SPRITES]
#Khoi xanh layer  block1 width = 31 height = 47
70001	288	368	319	415	30
#Khoi cam1 layer  block2 width = 31 height = 47
70002	480	368	511	415	30
#KHoi cam2 layer block2 width = 15 height = 15
70003	512	368	527	383	30
#Khoi trang layer block2 width = 47 height = 47
70004	528	335	575	383	30
#Khoi co Block1 width = 127 height = 63
70005	16	352	143	415	30
#Khoi co block2 width = 190	height = 63
70006	817	336	1007	399	30
#Khoi cam block 3 width = 31 height = 32
70007	1376	384	1407	415	30
#Khoi xanh block3 width = 31	height = 63 
70008	1408	352	1439	415	30
#khoi xanh block4 width = 31 height = 48
70014	2192	367	2223	415	30
#Hang co 
70009	160	400	207	415	30
70010	672	384	767	399	30
70011	1040	384	1071	399	30
70012	1888	368	1951	415	30
70013	2368	288	2463	415	30

#CLOUD
70080	120	237	167	295	30
70081	328	257	359	279	30
70082	728	305	791	327	30



#Black
70099	0	432	1966	624	30
[ANIMATIONS]
